id,plugin_path,field_name,raw_value
1318,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,version,1.0.0
1319,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,description,"PI Pathfinder - Finds the path through 229 plugins. Automatically picks the best plugin for your task, extracts its skills, and applies them. You don't pick plugins, PI does."
1320,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
1321,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1322,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,license,MIT
1323,plugins/examples/pi-pathfinder/.claude-plugin/plugin.json,keywords,"[""agent-skills"", ""plugin-intelligence"", ""pathfinder"", ""task-router"", ""auto-selector"", ""skill-extraction"", ""easy-mode"", ""automatic"", ""no-thinking-required"", ""intelligent-dispatch"", ""pi""]"
1324,plugins/examples/security-agent/.claude-plugin/plugin.json,name,security-agent
1325,plugins/examples/security-agent/.claude-plugin/plugin.json,version,1.0.0
1326,plugins/examples/security-agent/.claude-plugin/plugin.json,description,Specialized security review subagent
1327,plugins/examples/security-agent/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore""}"
1328,plugins/examples/security-agent/.claude-plugin/plugin.json,license,MIT
1329,plugins/examples/security-agent/.claude-plugin/plugin.json,keywords,"[""security"", ""agent"", ""code-review"", ""vulnerability"", ""agent-skills""]"
1330,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,name,openbb-terminal
1331,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,version,1.0.0
1332,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,description,"Open-source investment research terminal integration - equity analysis, crypto tracking, macro indicators, portfolio optimization, and AI-powered financial insights using OpenBB Platform"
1333,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremy@claudecodeplugins.io"", ""url"": ""https://github.com/jeremylongshore""}"
1334,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1335,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,license,MIT
1336,plugins/finance/openbb-terminal/.claude-plugin/plugin.json,keywords,"[""finance"", ""investment"", ""openbb"", ""stocks"", ""crypto"", ""portfolio"", ""trading"", ""financial-analysis"", ""market-data"", ""equity-research"", ""options"", ""forex"", ""macroeconomics"", ""quant"", ""ai-finance""]"
1337,plugins/jeremy-google-adk/.claude-plugin/plugin.json,name,jeremy-google-adk
1338,plugins/jeremy-google-adk/.claude-plugin/plugin.json,version,2.0.0
1339,plugins/jeremy-google-adk/.claude-plugin/plugin.json,description,"Google Agent Development Kit (ADK) SDK starter kit for building Claude-powered AI agents with React patterns, multi-agent orchestration, and tool integration"
1340,plugins/jeremy-google-adk/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremy@claudecodeplugins.io"", ""url"": ""https://github.com/jeremylongshore""}"
1341,plugins/jeremy-google-adk/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/jeremy-google-adk
1342,plugins/jeremy-google-adk/.claude-plugin/plugin.json,license,MIT
1343,plugins/jeremy-google-adk/.claude-plugin/plugin.json,keywords,"[""google"", ""adk"", ""agent-development-kit"", ""sdk"", ""ai-agents"", ""claude"", ""react-pattern"", ""multi-agent"", ""orchestration"", ""tools"", ""framework"", ""scaffolding"", ""starter-kit""]"
1344,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,name,jeremy-vertex-ai
1345,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,version,2.0.0
1346,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,description,"Comprehensive Vertex AI integration plugin for building generative AI agents with Gemini, Vertex AI Studio, and production deployment on Google Cloud"
1347,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremy@claudecodeplugins.io"", ""url"": ""https://github.com/jeremylongshore""}"
1348,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/jeremy-vertex-ai
1349,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,license,MIT
1350,plugins/jeremy-vertex-ai/.claude-plugin/plugin.json,keywords,"[""vertex-ai"", ""google-cloud"", ""gemini"", ""generative-ai"", ""agent-builder"", ""ai-studio"", ""mlops"", ""llm"", ""embedding"", ""rag"", ""vector-search"", ""cloud-run"", ""gcp""]"
1351,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,name,ai-experiment-logger
1352,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,version,1.0.0
1353,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,description,Track and analyze AI experiments with a web dashboard and MCP tools
1354,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""plugins@example.com""}"
1355,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1356,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,license,MIT
1357,plugins/mcp/ai-experiment-logger/.claude-plugin/plugin.json,keywords,"[""ai"", ""experiments"", ""logging"", ""analytics"", ""dashboard"", ""mcp""]"
1358,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,name,conversational-api-debugger
1359,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,version,1.0.0
1360,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,description,"Debug REST API failures using OpenAPI specs and HTTP logs. Analyzes errors, suggests fixes, and generates test commands."
1361,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions"", ""url"": ""https://intentsolutions.io""}"
1362,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1363,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,license,MIT
1364,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,keywords,"[""api"", ""debugging"", ""openapi"", ""http"", ""rest"", ""troubleshooting"", ""mcp""]"
1365,plugins/mcp/design-to-code/.claude-plugin/plugin.json,name,design-to-code
1366,plugins/mcp/design-to-code/.claude-plugin/plugin.json,version,1.0.0
1367,plugins/mcp/design-to-code/.claude-plugin/plugin.json,description,Convert Figma designs and screenshots into production-ready code components with accessibility built-in
1368,plugins/mcp/design-to-code/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions"", ""url"": ""https://intentsolutions.io""}"
1369,plugins/mcp/design-to-code/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1370,plugins/mcp/design-to-code/.claude-plugin/plugin.json,license,MIT
1371,plugins/mcp/design-to-code/.claude-plugin/plugin.json,keywords,"[""figma"", ""design"", ""code-generation"", ""react"", ""svelte"", ""a11y"", ""mcp""]"
1372,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,name,domain-memory-agent
1373,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,version,1.0.0
1374,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,description,"Knowledge base with semantic search, document storage, and automatic summarization. Perfect for domain-specific knowledge management."
1375,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions"", ""url"": ""https://intentsolutions.io""}"
1376,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1377,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,license,MIT
1378,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,keywords,"[""knowledge-base"", ""semantic-search"", ""embeddings"", ""rag"", ""memory"", ""summarization"", ""mcp""]"
1379,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,name,lumera-agent-memory
1380,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,version,1.0.0
1381,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,description,"Durable agent memory with Cascade object storage, client-side encryption, and local FTS index"
1382,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions IO"", ""email"": ""[email protected]""}"
1383,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1384,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,license,MIT
1385,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,keywords,"[""mcp"", ""memory"", ""cascade"", ""storage"", ""encryption"", ""search"", ""fts"", ""agent""]"
1386,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,name,pr-to-spec
1387,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,version,0.8.0
1388,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,description,"The flight envelope for agentic coding. Convert PRs and local diffs into structured, agent-consumable specs with intent drift detection."
1389,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremy@intentsolutions.io""}"
1390,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/pr-to-spec
1391,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,homepage,https://tonsofskills.com
1392,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,license,MIT
1393,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,keywords,"[""mcp"", ""pr-analysis"", ""code-review"", ""intent-drift"", ""agent-protocol"", ""spec-generation"", ""drift-detection""]"
1394,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,name,project-health-auditor
1395,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,version,1.0.0
1396,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,description,"Analyze local repos for code health, complexity, test coverage gaps - multi-dimensional health analysis combining complexity + churn + coverage"
1397,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions IO"", ""url"": ""https://intentsolutions.io"", ""email"": ""[email protected]""}"
1398,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1399,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,license,MIT
1400,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,keywords,"[""code-analysis"", ""health-metrics"", ""complexity"", ""git-churn"", ""test-coverage"", ""mcp"", ""code-quality""]"
1401,plugins/mcp/slack-channel/.claude-plugin/plugin.json,name,slack-channel
1402,plugins/mcp/slack-channel/.claude-plugin/plugin.json,version,0.1.0
1403,plugins/mcp/slack-channel/.claude-plugin/plugin.json,description,Two-way Slack channel for Claude Code — chat from Slack DMs and channels via Socket Mode
1404,plugins/mcp/slack-channel/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremy@intentsolutions.io""}"
1405,plugins/mcp/slack-channel/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-slack-channel
1406,plugins/mcp/slack-channel/.claude-plugin/plugin.json,homepage,https://tonsofskills.com
1407,plugins/mcp/slack-channel/.claude-plugin/plugin.json,license,MIT
1408,plugins/mcp/slack-channel/.claude-plugin/plugin.json,keywords,"[""slack"", ""channel"", ""mcp"", ""socket-mode"", ""chatops"", ""claude-code""]"
1409,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,name,workflow-orchestrator
1410,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,version,1.0.0
1411,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,description,"Orchestrate complex workflows with DAG-based execution, parallel tasks, and run history tracking"
1412,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions"", ""url"": ""https://intentsolutions.io""}"
1413,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1414,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,license,MIT
1415,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,keywords,"[""workflow"", ""orchestration"", ""dag"", ""automation"", ""parallel"", ""mcp""]"
1416,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,name,ai-ml-engineering-pack
1417,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,version,1.0.0
1418,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,description,"Professional AI/ML Engineering toolkit: Prompt engineering, LLM integration, RAG systems, AI safety with 12 expert plugins"
1419,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://github.com/jeremylongshore""}"
1420,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1421,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,homepage,https://claudecodeplugins.io/
1422,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,license,MIT
1423,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,keywords,"[""ai"", ""ml"", ""llm"", ""prompt-engineering"", ""rag"", ""vector-database"", ""ai-safety"", ""openai"", ""anthropic"", ""claude"", ""gpt"", ""embeddings"", ""semantic-search"", ""prompt-injection"", ""cost-optimization"", ""agent-skills""]"
1424,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,name,creator-studio-pack
1425,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,version,1.0.0
1426,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,description,"Complete plugin suite for builder-filmmakers: Build products AND create viral videos explaining them. 20 plugins covering documentation, video production, content strategy, and workflow optimization."
1427,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,keywords,"[""video"", ""content creation"", ""youtube"", ""filmmaking"", ""creator"", ""documentation"", ""screencast"", ""tutorial"", ""video editing"", ""content strategy"", ""distribution"", ""thumbnails"", ""subtitles"", ""repurposing"", ""batch recording"", ""analytics""]"
1428,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""jeremylongshore@gmail.com""}"
1429,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1430,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,license,MIT
1431,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,name,devops-automation-pack
1432,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,version,1.0.0
1433,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,description,"25 professional DevOps plugins for CI/CD, deployment, Docker, Kubernetes, and infrastructure automation. Save 20+ hours of manual work."
1434,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://github.com/jeremylongshore""}"
1435,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,homepage,https://claudecodeplugins.io/
1436,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1437,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,license,MIT
1438,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,keywords,"[""devops"", ""ci-cd"", ""docker"", ""kubernetes"", ""terraform"", ""deployment"", ""infrastructure"", ""automation"", ""git"", ""cicd"", ""package"", ""collection"", ""agent-skills""]"
1439,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,name,fullstack-starter-pack
1440,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,version,1.0.0
1441,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,description,"Complete fullstack development toolkit: React, Express/FastAPI, PostgreSQL scaffolding with AI agents"
1442,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://github.com/jeremylongshore""}"
1443,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1444,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,homepage,https://claudecodeplugins.io/
1445,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,license,MIT
1446,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,keywords,"[""fullstack"", ""react"", ""express"", ""fastapi"", ""postgresql"", ""prisma"", ""typescript"", ""authentication"", ""scaffolding"", ""components"", ""api"", ""database"", ""deployment"", ""docker"", ""ci-cd"", ""mvp""]"
1447,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,name,security-pro-pack
1448,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,version,1.0.0
1449,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,description,"Professional security tools for Claude Code: vulnerability scanning, compliance, cryptography audit, container & API security"
1450,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://github.com/jeremylongshore""}"
1451,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1452,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,homepage,https://claudecodeplugins.io/
1453,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,license,MIT
1454,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,keywords,"[""security"", ""vulnerability-scanning"", ""compliance"", ""HIPAA"", ""PCI-DSS"", ""GDPR"", ""SOC2"", ""cryptography"", ""crypto-audit"", ""OWASP"", ""penetration-testing"", ""container-security"", ""docker-security"", ""API-security"", ""threat-modeling"", ""STRIDE"", ""devsecops"", ""agent-skills""]"
1455,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,name,alerting-rule-creator
1456,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,version,1.0.0
1457,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,description,Create intelligent alerting rules for performance monitoring
1458,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1459,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1460,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,license,MIT
1461,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,keywords,"[""alerting"", ""monitoring"", ""sre"", ""observability"", ""agent-skills""]"
1462,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,name,apm-dashboard-creator
1463,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,version,1.0.0
1464,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,description,Create Application Performance Monitoring dashboards
1465,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1466,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1467,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,license,MIT
1468,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,keywords,"[""apm"", ""monitoring"", ""dashboard"", ""grafana"", ""datadog"", ""agent-skills""]"
1469,plugins/performance/application-profiler/.claude-plugin/plugin.json,name,application-profiler
1470,plugins/performance/application-profiler/.claude-plugin/plugin.json,version,1.0.0
1471,plugins/performance/application-profiler/.claude-plugin/plugin.json,description,"Profile application performance with CPU, memory, and execution time analysis"
1472,plugins/performance/application-profiler/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1473,plugins/performance/application-profiler/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1474,plugins/performance/application-profiler/.claude-plugin/plugin.json,license,MIT
1475,plugins/performance/application-profiler/.claude-plugin/plugin.json,keywords,"[""performance"", ""profiling"", ""monitoring"", ""optimization"", ""agent-skills""]"
1476,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,name,bottleneck-detector
1477,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,version,1.0.0
1478,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,description,Detect and resolve performance bottlenecks
1479,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1480,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1481,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,license,MIT
1482,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,keywords,"[""bottleneck"", ""performance"", ""optimization"", ""profiling"", ""agent-skills""]"
1483,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,name,cache-performance-optimizer
1484,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,version,1.0.0
1485,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,description,Optimize caching strategies for improved performance
1486,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1487,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1488,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,license,MIT
1489,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,keywords,"[""cache"", ""performance"", ""optimization"", ""redis"", ""agent-skills""]"
1490,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,name,capacity-planning-analyzer
1491,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,version,1.0.0
1492,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,description,Analyze and plan for capacity requirements
1493,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1494,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1495,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,license,MIT
1496,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,keywords,"[""capacity-planning"", ""scaling"", ""forecasting"", ""infrastructure"", ""agent-skills""]"
1497,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,name,cpu-usage-monitor
1498,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,version,1.0.0
1499,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,description,Monitor and analyze CPU usage patterns in applications
1500,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1501,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1502,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,license,MIT
1503,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,keywords,"[""cpu"", ""monitoring"", ""performance"", ""optimization"", ""agent-skills""]"
1504,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,name,database-query-profiler
1505,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,version,1.0.0
1506,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,description,Profile and optimize database queries for performance
1507,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1508,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1509,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,license,MIT
1510,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,keywords,"[""database"", ""query"", ""profiling"", ""optimization"", ""sql""]"
1511,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,name,distributed-tracing-setup
1512,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,version,1.0.0
1513,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,description,Set up distributed tracing for microservices
1514,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1515,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1516,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,license,MIT
1517,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,keywords,"[""tracing"", ""observability"", ""microservices"", ""opentelemetry"", ""agent-skills""]"
1518,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,name,error-rate-monitor
1519,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,version,1.0.0
1520,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,description,Monitor and analyze application error rates
1521,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1522,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1523,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,license,MIT
1524,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,keywords,"[""errors"", ""monitoring"", ""reliability"", ""sre"", ""agent-skills""]"
1525,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,name,infrastructure-metrics-collector
1526,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,version,1.0.0
1527,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,description,Collect comprehensive infrastructure performance metrics
1528,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1529,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1530,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,license,MIT
1531,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,keywords,"[""infrastructure"", ""metrics"", ""monitoring"", ""observability"", ""agent-skills""]"
1532,plugins/performance/load-test-runner/.claude-plugin/plugin.json,name,load-test-runner
1533,plugins/performance/load-test-runner/.claude-plugin/plugin.json,version,1.0.0
1534,plugins/performance/load-test-runner/.claude-plugin/plugin.json,description,Create and execute load tests for performance validation
1535,plugins/performance/load-test-runner/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1536,plugins/performance/load-test-runner/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
1537,plugins/performance/load-test-runner/.claude-plugin/plugin.json,license,MIT
1538,plugins/performance/load-test-runner/.claude-plugin/plugin.json,keywords,"[""load-testing"", ""performance"", ""stress-test"", ""k6"", ""agent-skills""]"
1539,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,name,log-analysis-tool
1540,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,version,1.0.0
1541,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,description,Analyze logs for performance insights and issues
1542,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,author,"{""name"": ""Claude Code Plugins"", ""email"": ""[email protected]""}"
1543,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
