id,skill_path,field_name,raw_value
4478,plugins/saas-packs/groq-pack/skills/groq-core-workflow-b/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4479,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,name,groq-cost-tuning
4480,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,description,"Optimize Groq costs through tier selection, sampling, and usage monitoring.
Use when analyzing Groq billing, reducing API costs,
or implementing usage monitoring and budget alerts.
Trigger with phrases like ""groq cost"", ""groq billing"",
""reduce groq costs"", ""groq pricing"", ""groq expensive"", ""groq budget"".
"
4481,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,allowed-tools,"Read, Grep"
4482,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,version,1.0.0
4483,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,license,MIT
4484,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4485,plugins/saas-packs/groq-pack/skills/groq-cost-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4486,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,name,groq-data-handling
4487,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,description,"Implement Groq PII handling, data retention, and GDPR/CCPA compliance patterns.
Use when handling sensitive data, implementing data redaction, configuring retention policies,
or ensuring compliance with privacy regulations for Groq integrations.
Trigger with phrases like ""groq data"", ""groq PII"",
""groq GDPR"", ""groq data retention"", ""groq privacy"", ""groq CCPA"".
"
4488,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,allowed-tools,"Read, Write, Edit"
4489,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,version,1.0.0
4490,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,license,MIT
4491,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4492,plugins/saas-packs/groq-pack/skills/groq-data-handling/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4493,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,name,groq-debug-bundle
4494,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,description,"Collect Groq debug evidence for support tickets and troubleshooting.
Use when encountering persistent issues, preparing support tickets,
or collecting diagnostic information for Groq problems.
Trigger with phrases like ""groq debug"", ""groq support bundle"",
""collect groq logs"", ""groq diagnostic"".
"
4495,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,allowed-tools,"Read, Bash(grep:*), Bash(curl:*), Bash(tar:*), Grep"
4496,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,version,1.0.0
4497,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,license,MIT
4498,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4499,plugins/saas-packs/groq-pack/skills/groq-debug-bundle/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4500,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,name,groq-deploy-integration
4501,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,description,"Deploy Groq integrations to Vercel, Fly.io, and Cloud Run platforms.
Use when deploying Groq-powered applications to production,
configuring platform-specific secrets, or setting up deployment pipelines.
Trigger with phrases like ""deploy groq"", ""groq Vercel"",
""groq production deploy"", ""groq Cloud Run"", ""groq Fly.io"".
"
4502,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)"
4503,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,version,1.0.0
4504,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,license,MIT
4505,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4506,plugins/saas-packs/groq-pack/skills/groq-deploy-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4507,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,name,groq-enterprise-rbac
4508,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,description,"Configure Groq enterprise SSO, role-based access control, and organization management.
Use when implementing SSO integration, configuring role-based permissions,
or setting up organization-level controls for Groq.
Trigger with phrases like ""groq SSO"", ""groq RBAC"",
""groq enterprise"", ""groq roles"", ""groq permissions"", ""groq SAML"".
"
4509,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,allowed-tools,"Read, Write, Edit"
4510,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,version,1.0.0
4511,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,license,MIT
4512,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4513,plugins/saas-packs/groq-pack/skills/groq-enterprise-rbac/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4514,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,name,groq-hello-world
4515,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,description,"Create a minimal working Groq example.
Use when starting a new Groq integration, testing your setup,
or learning basic Groq API patterns.
Trigger with phrases like ""groq hello world"", ""groq example"",
""groq quick start"", ""simple groq code"".
"
4516,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,allowed-tools,"Read, Write, Edit"
4517,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,version,1.0.0
4518,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,license,MIT
4519,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4520,plugins/saas-packs/groq-pack/skills/groq-hello-world/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4521,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,name,groq-incident-runbook
4522,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,description,"Execute Groq incident response procedures with triage, mitigation, and postmortem.
Use when responding to Groq-related outages, investigating errors,
or running post-incident reviews for Groq integration failures.
Trigger with phrases like ""groq incident"", ""groq outage"",
""groq down"", ""groq on-call"", ""groq emergency"", ""groq broken"".
"
4523,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,allowed-tools,"Read, Grep, Bash(kubectl:*), Bash(curl:*)"
4524,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,version,1.0.0
4525,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,license,MIT
4526,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4527,plugins/saas-packs/groq-pack/skills/groq-incident-runbook/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4528,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,name,groq-install-auth
4529,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,description,"Install and configure Groq SDK/CLI authentication.
Use when setting up a new Groq integration, configuring API keys,
or initializing Groq in your project.
Trigger with phrases like ""install groq"", ""setup groq"",
""groq auth"", ""configure groq API key"".
"
4530,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
4531,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,version,1.0.0
4532,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,license,MIT
4533,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4534,plugins/saas-packs/groq-pack/skills/groq-install-auth/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4535,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,name,groq-local-dev-loop
4536,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,description,"Configure Groq local development with hot reload and testing.
Use when setting up a development environment, configuring test workflows,
or establishing a fast iteration cycle with Groq.
Trigger with phrases like ""groq dev setup"", ""groq local development"",
""groq dev environment"", ""develop with groq"".
"
4537,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pnpm:*), Grep"
4538,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,version,1.0.0
4539,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,license,MIT
4540,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4541,plugins/saas-packs/groq-pack/skills/groq-local-dev-loop/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4542,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,name,groq-migration-deep-dive
4543,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,description,"Execute Groq major re-architecture and migration strategies with strangler fig pattern.
Use when migrating to or from Groq, performing major version upgrades,
or re-platforming existing integrations to Groq.
Trigger with phrases like ""migrate groq"", ""groq migration"",
""switch to groq"", ""groq replatform"", ""groq upgrade major"".
"
4544,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(node:*), Bash(kubectl:*)"
4545,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,version,1.0.0
4546,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,license,MIT
4547,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4548,plugins/saas-packs/groq-pack/skills/groq-migration-deep-dive/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4549,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,name,groq-multi-env-setup
4550,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,description,"Configure Groq LLM API across development, staging, and production environments.
Use when setting up multi-environment deployments with Groq, managing model
selection per environment, or implementing rate-limit-aware config management.
Trigger with phrases like ""groq environments"", ""groq staging"", ""groq dev prod"",
""groq environment setup"", ""groq multi-env"", ""groq model config by env"".
"
4551,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)"
4552,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,version,1.0.0
4553,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,license,MIT
4554,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4555,plugins/saas-packs/groq-pack/skills/groq-multi-env-setup/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4556,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,name,groq-observability
4557,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,description,"Set up comprehensive observability for Groq integrations with metrics, traces, and alerts.
Use when implementing monitoring for Groq operations, setting up dashboards,
or configuring alerting for Groq integration health.
Trigger with phrases like ""groq monitoring"", ""groq metrics"",
""groq observability"", ""monitor groq"", ""groq alerts"", ""groq tracing"".
"
4558,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,allowed-tools,"Read, Write, Edit"
4559,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,version,1.0.0
4560,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,license,MIT
4561,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4562,plugins/saas-packs/groq-pack/skills/groq-observability/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4563,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,name,groq-performance-tuning
4564,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,description,"Optimize Groq API performance with caching, batching, and connection pooling.
Use when experiencing slow API responses, implementing caching strategies,
or optimizing request throughput for Groq integrations.
Trigger with phrases like ""groq performance"", ""optimize groq"",
""groq latency"", ""groq caching"", ""groq slow"", ""groq batch"".
"
4565,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,allowed-tools,"Read, Write, Edit"
4566,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,version,1.0.0
4567,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,license,MIT
4568,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4569,plugins/saas-packs/groq-pack/skills/groq-performance-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4570,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,name,groq-prod-checklist
4571,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,description,"Execute Groq production deployment checklist and rollback procedures.
Use when deploying Groq integrations to production, preparing for launch,
or implementing go-live procedures.
Trigger with phrases like ""groq production"", ""deploy groq"",
""groq go-live"", ""groq launch checklist"".
"
4572,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,allowed-tools,"Read, Bash(kubectl:*), Bash(curl:*), Grep"
4573,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,version,1.0.0
4574,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,license,MIT
4575,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4576,plugins/saas-packs/groq-pack/skills/groq-prod-checklist/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4577,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,name,groq-rate-limits
4578,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,description,"Implement Groq rate limiting, backoff, and idempotency patterns.
Use when handling rate limit errors, implementing retry logic,
or optimizing API request throughput for Groq.
Trigger with phrases like ""groq rate limit"", ""groq throttling"",
""groq 429"", ""groq retry"", ""groq backoff"".
"
4579,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,allowed-tools,"Read, Write, Edit"
4580,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,version,1.0.0
4581,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,license,MIT
4582,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4583,plugins/saas-packs/groq-pack/skills/groq-rate-limits/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4584,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,name,groq-reference-architecture
4585,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,description,"Implement Groq reference architecture with best-practice project layout.
Use when designing new Groq integrations, reviewing project structure,
or establishing architecture standards for Groq applications.
Trigger with phrases like ""groq architecture"", ""groq best practices"",
""groq project structure"", ""how to organize groq"", ""groq layout"".
"
4586,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,allowed-tools,"Read, Grep"
4587,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,version,1.0.0
4588,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,license,MIT
4589,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4590,plugins/saas-packs/groq-pack/skills/groq-reference-architecture/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4591,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,name,groq-sdk-patterns
4592,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,description,"Apply production-ready Groq SDK patterns for TypeScript and Python.
Use when implementing Groq integrations, refactoring SDK usage,
or establishing team coding standards for Groq.
Trigger with phrases like ""groq SDK patterns"", ""groq best practices"",
""groq code patterns"", ""idiomatic groq"".
"
4593,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,allowed-tools,"Read, Write, Edit"
4594,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,version,1.0.0
4595,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,license,MIT
4596,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4597,plugins/saas-packs/groq-pack/skills/groq-sdk-patterns/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4598,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,name,groq-security-basics
4599,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,description,"Apply Groq security best practices for secrets and access control.
Use when securing API keys, implementing least privilege access,
or auditing Groq security configuration.
Trigger with phrases like ""groq security"", ""groq secrets"",
""secure groq"", ""groq API key security"".
"
4600,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,allowed-tools,"Read, Write, Grep"
4601,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,version,1.0.0
4602,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,license,MIT
4603,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4604,plugins/saas-packs/groq-pack/skills/groq-security-basics/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4605,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,name,groq-upgrade-migration
4606,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,description,"Analyze, plan, and execute Groq SDK upgrades with breaking change detection.
Use when upgrading Groq SDK versions, detecting deprecations,
or migrating to new API versions.
Trigger with phrases like ""upgrade groq"", ""groq migration"",
""groq breaking changes"", ""update groq SDK"", ""analyze groq version"".
"
4607,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(git:*)"
4608,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,version,1.0.0
4609,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,license,MIT
4610,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4611,plugins/saas-packs/groq-pack/skills/groq-upgrade-migration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4612,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,name,groq-webhooks-events
4613,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,description,"Implement Groq webhook signature validation and event handling.
Use when setting up webhook endpoints, implementing signature verification,
or handling Groq event notifications securely.
Trigger with phrases like ""groq webhook"", ""groq events"",
""groq webhook signature"", ""handle groq events"", ""groq notifications"".
"
4614,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*)"
4615,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,version,1.0.0
4616,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,license,MIT
4617,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4618,plugins/saas-packs/groq-pack/skills/groq-webhooks-events/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4619,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,name,guidewire-ci-integration
4620,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,description,"Configure CI/CD pipelines for Guidewire InsuranceSuite development.
Use when setting up automated builds, tests, and deployments for Guidewire projects.
Trigger with phrases like ""guidewire ci"", ""guidewire pipeline"",
""automated testing guidewire"", ""jenkins guidewire"", ""github actions guidewire"".
"
4621,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gradle:*), Bash(git:*), Grep"
4622,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,version,1.0.0
4623,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,license,MIT
4624,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4625,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4626,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,name,guidewire-common-errors
4627,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,description,"Debug and fix common Guidewire InsuranceSuite errors.
Use when encountering API errors, Gosu exceptions, validation failures,
or integration issues in PolicyCenter, ClaimCenter, or BillingCenter.
Trigger with phrases like ""guidewire error"", ""policycenter error"",
""claimcenter error"", ""gosu exception"", ""api error 422"".
"
4628,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Grep"
4629,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,version,1.0.0
4630,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,license,MIT
4631,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4632,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4633,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,name,guidewire-core-workflow-a
4634,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,description,"Execute Guidewire primary workflow: Policy lifecycle management in PolicyCenter.
Use when implementing quoting, binding, issuing, endorsing, or renewing policies.
Trigger with phrases like ""policycenter workflow"", ""create policy"",
""bind submission"", ""issue policy"", ""policy endorsement"", ""quote insurance"".
"
4635,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Bash(npm:*), Grep"
4636,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,version,1.0.0
4637,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,license,MIT
4638,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4639,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4640,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,name,guidewire-core-workflow-b
4641,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,description,"Execute Guidewire secondary workflow: Claims processing in ClaimCenter.
Use when implementing FNOL, claim investigation, reserves, payments, and settlement.
Trigger with phrases like ""claimcenter workflow"", ""create claim"", ""file fnol"",
""process claim"", ""claim settlement"", ""claim payment"".
"
4642,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Bash(npm:*), Grep"
4643,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,version,1.0.0
4644,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,license,MIT
4645,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4646,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4647,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,name,guidewire-cost-tuning
4648,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,description,"Optimize Guidewire Cloud costs including license management, resource allocation,
API usage optimization, and cloud infrastructure right-sizing.
Trigger with phrases like ""guidewire costs"", ""reduce spending"",
""license optimization"", ""cloud costs"", ""resource optimization guidewire"". Use when working with guidewire cost tuning.
"
4649,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Grep"
4650,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,version,1.0.0
4651,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,license,MIT
4652,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4653,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4654,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,name,guidewire-data-handling
4655,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,description,"Data handling best practices for Guidewire InsuranceSuite including entity management,
data migration, batch operations, and data governance.
Trigger with phrases like ""guidewire data"", ""entity management"",
""data migration"", ""batch processing"", ""data governance guidewire"". Use when working with guidewire data handling.
"
4656,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Bash(gradle:*), Grep"
4657,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,version,1.0.0
4658,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,license,MIT
4659,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4660,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4661,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,name,guidewire-debug-bundle
4662,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,description,"Debug Guidewire InsuranceSuite issues including Gosu code, Cloud API integrations,
and system performance problems.
Use when troubleshooting errors, analyzing logs, or diagnosing integration failures.
Trigger with phrases like ""debug guidewire"", ""troubleshoot policycenter"",
""gosu debugging"", ""guidewire logs"", ""trace api call"".
"
4663,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*), Bash(grep:*), Grep"
4664,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,version,1.0.0
4665,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,license,MIT
4666,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
4667,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,compatible-with,"claude-code, codex, openclaw"
4668,plugins/saas-packs/guidewire-pack/skills/guidewire-deploy-integration/SKILL.md,name,guidewire-deploy-integration
