id,name,path,pack_name,plugin_name,structure_shape,file_count,has_references,has_scripts,has_assets
666,guidewire-cost-tuning,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
667,guidewire-data-handling,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
668,guidewire-debug-bundle,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
669,guidewire-deploy-integration,plugins/saas-packs/guidewire-pack/skills/guidewire-deploy-integration,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
670,guidewire-enterprise-rbac,plugins/saas-packs/guidewire-pack/skills/guidewire-enterprise-rbac,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
671,guidewire-hello-world,plugins/saas-packs/guidewire-pack/skills/guidewire-hello-world,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
672,guidewire-incident-runbook,plugins/saas-packs/guidewire-pack/skills/guidewire-incident-runbook,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
673,guidewire-install-auth,plugins/saas-packs/guidewire-pack/skills/guidewire-install-auth,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
674,guidewire-local-dev-loop,plugins/saas-packs/guidewire-pack/skills/guidewire-local-dev-loop,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
675,guidewire-migration-deep-dive,plugins/saas-packs/guidewire-pack/skills/guidewire-migration-deep-dive,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
676,guidewire-multi-env-setup,plugins/saas-packs/guidewire-pack/skills/guidewire-multi-env-setup,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
677,guidewire-observability,plugins/saas-packs/guidewire-pack/skills/guidewire-observability,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
678,guidewire-performance-tuning,plugins/saas-packs/guidewire-pack/skills/guidewire-performance-tuning,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
679,guidewire-prod-checklist,plugins/saas-packs/guidewire-pack/skills/guidewire-prod-checklist,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
680,guidewire-rate-limits,plugins/saas-packs/guidewire-pack/skills/guidewire-rate-limits,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
681,guidewire-reference-architecture,plugins/saas-packs/guidewire-pack/skills/guidewire-reference-architecture,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
682,guidewire-sdk-patterns,plugins/saas-packs/guidewire-pack/skills/guidewire-sdk-patterns,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
683,guidewire-security-basics,plugins/saas-packs/guidewire-pack/skills/guidewire-security-basics,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
684,guidewire-upgrade-migration,plugins/saas-packs/guidewire-pack/skills/guidewire-upgrade-migration,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
685,guidewire-webhooks-events,plugins/saas-packs/guidewire-pack/skills/guidewire-webhooks-events,saas-packs,guidewire-pack,SKILL.md + references/,2,1,0,0
686,ideogram-ci-integration,plugins/saas-packs/ideogram-pack/skills/ideogram-ci-integration,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
687,ideogram-common-errors,plugins/saas-packs/ideogram-pack/skills/ideogram-common-errors,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
688,ideogram-core-workflow-a,plugins/saas-packs/ideogram-pack/skills/ideogram-core-workflow-a,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
689,ideogram-core-workflow-b,plugins/saas-packs/ideogram-pack/skills/ideogram-core-workflow-b,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
690,ideogram-cost-tuning,plugins/saas-packs/ideogram-pack/skills/ideogram-cost-tuning,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
691,ideogram-data-handling,plugins/saas-packs/ideogram-pack/skills/ideogram-data-handling,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
692,ideogram-debug-bundle,plugins/saas-packs/ideogram-pack/skills/ideogram-debug-bundle,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
693,ideogram-deploy-integration,plugins/saas-packs/ideogram-pack/skills/ideogram-deploy-integration,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
694,ideogram-enterprise-rbac,plugins/saas-packs/ideogram-pack/skills/ideogram-enterprise-rbac,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
695,ideogram-hello-world,plugins/saas-packs/ideogram-pack/skills/ideogram-hello-world,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
696,ideogram-incident-runbook,plugins/saas-packs/ideogram-pack/skills/ideogram-incident-runbook,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
697,ideogram-install-auth,plugins/saas-packs/ideogram-pack/skills/ideogram-install-auth,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
698,ideogram-local-dev-loop,plugins/saas-packs/ideogram-pack/skills/ideogram-local-dev-loop,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
699,ideogram-migration-deep-dive,plugins/saas-packs/ideogram-pack/skills/ideogram-migration-deep-dive,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
700,ideogram-multi-env-setup,plugins/saas-packs/ideogram-pack/skills/ideogram-multi-env-setup,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
701,ideogram-observability,plugins/saas-packs/ideogram-pack/skills/ideogram-observability,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
702,ideogram-performance-tuning,plugins/saas-packs/ideogram-pack/skills/ideogram-performance-tuning,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
703,ideogram-prod-checklist,plugins/saas-packs/ideogram-pack/skills/ideogram-prod-checklist,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
704,ideogram-rate-limits,plugins/saas-packs/ideogram-pack/skills/ideogram-rate-limits,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
705,ideogram-reference-architecture,plugins/saas-packs/ideogram-pack/skills/ideogram-reference-architecture,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
706,ideogram-sdk-patterns,plugins/saas-packs/ideogram-pack/skills/ideogram-sdk-patterns,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
707,ideogram-security-basics,plugins/saas-packs/ideogram-pack/skills/ideogram-security-basics,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
708,ideogram-upgrade-migration,plugins/saas-packs/ideogram-pack/skills/ideogram-upgrade-migration,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
709,ideogram-webhooks-events,plugins/saas-packs/ideogram-pack/skills/ideogram-webhooks-events,saas-packs,ideogram-pack,SKILL.md,1,0,0,0
710,instantly-ci-integration,plugins/saas-packs/instantly-pack/skills/instantly-ci-integration,saas-packs,instantly-pack,SKILL.md,1,0,0,0
711,instantly-common-errors,plugins/saas-packs/instantly-pack/skills/instantly-common-errors,saas-packs,instantly-pack,SKILL.md,1,0,0,0
712,instantly-core-workflow-a,plugins/saas-packs/instantly-pack/skills/instantly-core-workflow-a,saas-packs,instantly-pack,SKILL.md,1,0,0,0
713,instantly-core-workflow-b,plugins/saas-packs/instantly-pack/skills/instantly-core-workflow-b,saas-packs,instantly-pack,SKILL.md,1,0,0,0
714,instantly-cost-tuning,plugins/saas-packs/instantly-pack/skills/instantly-cost-tuning,saas-packs,instantly-pack,SKILL.md,1,0,0,0
715,instantly-data-handling,plugins/saas-packs/instantly-pack/skills/instantly-data-handling,saas-packs,instantly-pack,SKILL.md,1,0,0,0
716,instantly-debug-bundle,plugins/saas-packs/instantly-pack/skills/instantly-debug-bundle,saas-packs,instantly-pack,SKILL.md,1,0,0,0
717,instantly-deploy-integration,plugins/saas-packs/instantly-pack/skills/instantly-deploy-integration,saas-packs,instantly-pack,SKILL.md,1,0,0,0
718,instantly-enterprise-rbac,plugins/saas-packs/instantly-pack/skills/instantly-enterprise-rbac,saas-packs,instantly-pack,SKILL.md,1,0,0,0
719,instantly-hello-world,plugins/saas-packs/instantly-pack/skills/instantly-hello-world,saas-packs,instantly-pack,SKILL.md,1,0,0,0
720,instantly-incident-runbook,plugins/saas-packs/instantly-pack/skills/instantly-incident-runbook,saas-packs,instantly-pack,SKILL.md,1,0,0,0
721,instantly-install-auth,plugins/saas-packs/instantly-pack/skills/instantly-install-auth,saas-packs,instantly-pack,SKILL.md,1,0,0,0
722,instantly-local-dev-loop,plugins/saas-packs/instantly-pack/skills/instantly-local-dev-loop,saas-packs,instantly-pack,SKILL.md,1,0,0,0
723,instantly-migration-deep-dive,plugins/saas-packs/instantly-pack/skills/instantly-migration-deep-dive,saas-packs,instantly-pack,SKILL.md,1,0,0,0
724,instantly-multi-env-setup,plugins/saas-packs/instantly-pack/skills/instantly-multi-env-setup,saas-packs,instantly-pack,SKILL.md,1,0,0,0
725,instantly-observability,plugins/saas-packs/instantly-pack/skills/instantly-observability,saas-packs,instantly-pack,SKILL.md,1,0,0,0
726,instantly-performance-tuning,plugins/saas-packs/instantly-pack/skills/instantly-performance-tuning,saas-packs,instantly-pack,SKILL.md,1,0,0,0
727,instantly-prod-checklist,plugins/saas-packs/instantly-pack/skills/instantly-prod-checklist,saas-packs,instantly-pack,SKILL.md,1,0,0,0
728,instantly-rate-limits,plugins/saas-packs/instantly-pack/skills/instantly-rate-limits,saas-packs,instantly-pack,SKILL.md,1,0,0,0
729,instantly-reference-architecture,plugins/saas-packs/instantly-pack/skills/instantly-reference-architecture,saas-packs,instantly-pack,SKILL.md,1,0,0,0
730,instantly-sdk-patterns,plugins/saas-packs/instantly-pack/skills/instantly-sdk-patterns,saas-packs,instantly-pack,SKILL.md,1,0,0,0
731,instantly-security-basics,plugins/saas-packs/instantly-pack/skills/instantly-security-basics,saas-packs,instantly-pack,SKILL.md,1,0,0,0
732,instantly-upgrade-migration,plugins/saas-packs/instantly-pack/skills/instantly-upgrade-migration,saas-packs,instantly-pack,SKILL.md,1,0,0,0
733,instantly-webhooks-events,plugins/saas-packs/instantly-pack/skills/instantly-webhooks-events,saas-packs,instantly-pack,SKILL.md,1,0,0,0
734,juicebox-ci-integration,plugins/saas-packs/juicebox-pack/skills/juicebox-ci-integration,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
735,juicebox-common-errors,plugins/saas-packs/juicebox-pack/skills/juicebox-common-errors,saas-packs,juicebox-pack,SKILL.md + references/,3,1,0,0
736,juicebox-core-workflow-a,plugins/saas-packs/juicebox-pack/skills/juicebox-core-workflow-a,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
737,juicebox-core-workflow-b,plugins/saas-packs/juicebox-pack/skills/juicebox-core-workflow-b,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
738,juicebox-cost-tuning,plugins/saas-packs/juicebox-pack/skills/juicebox-cost-tuning,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
739,juicebox-data-handling,plugins/saas-packs/juicebox-pack/skills/juicebox-data-handling,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
740,juicebox-debug-bundle,plugins/saas-packs/juicebox-pack/skills/juicebox-debug-bundle,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
741,juicebox-deploy-integration,plugins/saas-packs/juicebox-pack/skills/juicebox-deploy-integration,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
742,juicebox-enterprise-rbac,plugins/saas-packs/juicebox-pack/skills/juicebox-enterprise-rbac,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
743,juicebox-hello-world,plugins/saas-packs/juicebox-pack/skills/juicebox-hello-world,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
744,juicebox-incident-runbook,plugins/saas-packs/juicebox-pack/skills/juicebox-incident-runbook,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
745,juicebox-install-auth,plugins/saas-packs/juicebox-pack/skills/juicebox-install-auth,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
746,juicebox-local-dev-loop,plugins/saas-packs/juicebox-pack/skills/juicebox-local-dev-loop,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
747,juicebox-migration-deep-dive,plugins/saas-packs/juicebox-pack/skills/juicebox-migration-deep-dive,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
748,juicebox-multi-env-setup,plugins/saas-packs/juicebox-pack/skills/juicebox-multi-env-setup,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
749,juicebox-observability,plugins/saas-packs/juicebox-pack/skills/juicebox-observability,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
750,juicebox-performance-tuning,plugins/saas-packs/juicebox-pack/skills/juicebox-performance-tuning,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
751,juicebox-prod-checklist,plugins/saas-packs/juicebox-pack/skills/juicebox-prod-checklist,saas-packs,juicebox-pack,SKILL.md + references/,3,1,0,0
752,juicebox-rate-limits,plugins/saas-packs/juicebox-pack/skills/juicebox-rate-limits,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
753,juicebox-reference-architecture,plugins/saas-packs/juicebox-pack/skills/juicebox-reference-architecture,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
754,juicebox-sdk-patterns,plugins/saas-packs/juicebox-pack/skills/juicebox-sdk-patterns,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
755,juicebox-security-basics,plugins/saas-packs/juicebox-pack/skills/juicebox-security-basics,saas-packs,juicebox-pack,SKILL.md,1,0,0,0
756,juicebox-upgrade-migration,plugins/saas-packs/juicebox-pack/skills/juicebox-upgrade-migration,saas-packs,juicebox-pack,SKILL.md + references/,3,1,0,0
757,juicebox-webhooks-events,plugins/saas-packs/juicebox-pack/skills/juicebox-webhooks-events,saas-packs,juicebox-pack,SKILL.md + references/,2,1,0,0
758,klingai-async-workflows,plugins/saas-packs/klingai-pack/skills/klingai-async-workflows,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
759,klingai-audit-logging,plugins/saas-packs/klingai-pack/skills/klingai-audit-logging,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
760,klingai-batch-processing,plugins/saas-packs/klingai-pack/skills/klingai-batch-processing,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
761,klingai-camera-control,plugins/saas-packs/klingai-pack/skills/klingai-camera-control,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
762,klingai-ci-integration,plugins/saas-packs/klingai-pack/skills/klingai-ci-integration,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
763,klingai-common-errors,plugins/saas-packs/klingai-pack/skills/klingai-common-errors,saas-packs,klingai-pack,SKILL.md + references/,2,1,0,0
764,klingai-compliance-review,plugins/saas-packs/klingai-pack/skills/klingai-compliance-review,saas-packs,klingai-pack,SKILL.md + references/,5,1,0,0
765,klingai-content-policy,plugins/saas-packs/klingai-pack/skills/klingai-content-policy,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
766,klingai-cost-controls,plugins/saas-packs/klingai-pack/skills/klingai-cost-controls,saas-packs,klingai-pack,SKILL.md + references/,5,1,0,0
767,klingai-debug-bundle,plugins/saas-packs/klingai-pack/skills/klingai-debug-bundle,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
768,klingai-hello-world,plugins/saas-packs/klingai-pack/skills/klingai-hello-world,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
769,klingai-image-to-video,plugins/saas-packs/klingai-pack/skills/klingai-image-to-video,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
770,klingai-install-auth,plugins/saas-packs/klingai-pack/skills/klingai-install-auth,saas-packs,klingai-pack,SKILL.md + references/,4,1,0,0
771,klingai-job-monitoring,plugins/saas-packs/klingai-pack/skills/klingai-job-monitoring,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
772,klingai-known-pitfalls,plugins/saas-packs/klingai-pack/skills/klingai-known-pitfalls,saas-packs,klingai-pack,SKILL.md + references/,4,1,0,0
773,klingai-model-catalog,plugins/saas-packs/klingai-pack/skills/klingai-model-catalog,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
774,klingai-performance-tuning,plugins/saas-packs/klingai-pack/skills/klingai-performance-tuning,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
775,klingai-pricing-basics,plugins/saas-packs/klingai-pack/skills/klingai-pricing-basics,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
776,klingai-prod-checklist,plugins/saas-packs/klingai-pack/skills/klingai-prod-checklist,saas-packs,klingai-pack,SKILL.md + references/,5,1,0,0
777,klingai-rate-limits,plugins/saas-packs/klingai-pack/skills/klingai-rate-limits,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
778,klingai-reference-architecture,plugins/saas-packs/klingai-pack/skills/klingai-reference-architecture,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
779,klingai-sdk-patterns,plugins/saas-packs/klingai-pack/skills/klingai-sdk-patterns,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
780,klingai-storage-integration,plugins/saas-packs/klingai-pack/skills/klingai-storage-integration,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
781,klingai-style-transfer,plugins/saas-packs/klingai-pack/skills/klingai-style-transfer,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
782,klingai-team-setup,plugins/saas-packs/klingai-pack/skills/klingai-team-setup,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
783,klingai-text-to-video,plugins/saas-packs/klingai-pack/skills/klingai-text-to-video,saas-packs,klingai-pack,SKILL.md + references/,7,1,0,0
784,klingai-upgrade-migration,plugins/saas-packs/klingai-pack/skills/klingai-upgrade-migration,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
785,klingai-usage-analytics,plugins/saas-packs/klingai-pack/skills/klingai-usage-analytics,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
786,klingai-video-extension,plugins/saas-packs/klingai-pack/skills/klingai-video-extension,saas-packs,klingai-pack,SKILL.md + references/,6,1,0,0
787,klingai-webhook-config,plugins/saas-packs/klingai-pack/skills/klingai-webhook-config,saas-packs,klingai-pack,SKILL.md + references/,4,1,0,0
788,langchain-ci-integration,plugins/saas-packs/langchain-pack/skills/langchain-ci-integration,saas-packs,langchain-pack,SKILL.md,1,0,0,0
789,langchain-common-errors,plugins/saas-packs/langchain-pack/skills/langchain-common-errors,saas-packs,langchain-pack,SKILL.md,1,0,0,0
790,langchain-core-workflow-a,plugins/saas-packs/langchain-pack/skills/langchain-core-workflow-a,saas-packs,langchain-pack,SKILL.md,1,0,0,0
791,langchain-core-workflow-b,plugins/saas-packs/langchain-pack/skills/langchain-core-workflow-b,saas-packs,langchain-pack,SKILL.md,1,0,0,0
792,langchain-cost-tuning,plugins/saas-packs/langchain-pack/skills/langchain-cost-tuning,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
793,langchain-data-handling,plugins/saas-packs/langchain-pack/skills/langchain-data-handling,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
794,langchain-debug-bundle,plugins/saas-packs/langchain-pack/skills/langchain-debug-bundle,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
795,langchain-deploy-integration,plugins/saas-packs/langchain-pack/skills/langchain-deploy-integration,saas-packs,langchain-pack,SKILL.md,1,0,0,0
796,langchain-enterprise-rbac,plugins/saas-packs/langchain-pack/skills/langchain-enterprise-rbac,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
797,langchain-hello-world,plugins/saas-packs/langchain-pack/skills/langchain-hello-world,saas-packs,langchain-pack,SKILL.md,1,0,0,0
798,langchain-incident-runbook,plugins/saas-packs/langchain-pack/skills/langchain-incident-runbook,saas-packs,langchain-pack,SKILL.md,1,0,0,0
799,langchain-install-auth,plugins/saas-packs/langchain-pack/skills/langchain-install-auth,saas-packs,langchain-pack,SKILL.md,1,0,0,0
800,langchain-local-dev-loop,plugins/saas-packs/langchain-pack/skills/langchain-local-dev-loop,saas-packs,langchain-pack,SKILL.md,1,0,0,0
801,langchain-migration-deep-dive,plugins/saas-packs/langchain-pack/skills/langchain-migration-deep-dive,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
802,langchain-multi-env-setup,plugins/saas-packs/langchain-pack/skills/langchain-multi-env-setup,saas-packs,langchain-pack,SKILL.md,1,0,0,0
803,langchain-observability,plugins/saas-packs/langchain-pack/skills/langchain-observability,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
804,langchain-performance-tuning,plugins/saas-packs/langchain-pack/skills/langchain-performance-tuning,saas-packs,langchain-pack,SKILL.md,1,0,0,0
805,langchain-prod-checklist,plugins/saas-packs/langchain-pack/skills/langchain-prod-checklist,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
806,langchain-rate-limits,plugins/saas-packs/langchain-pack/skills/langchain-rate-limits,saas-packs,langchain-pack,SKILL.md,1,0,0,0
807,langchain-reference-architecture,plugins/saas-packs/langchain-pack/skills/langchain-reference-architecture,saas-packs,langchain-pack,SKILL.md + references/,2,1,0,0
808,langchain-sdk-patterns,plugins/saas-packs/langchain-pack/skills/langchain-sdk-patterns,saas-packs,langchain-pack,SKILL.md,1,0,0,0
809,langchain-security-basics,plugins/saas-packs/langchain-pack/skills/langchain-security-basics,saas-packs,langchain-pack,SKILL.md,1,0,0,0
810,langchain-upgrade-migration,plugins/saas-packs/langchain-pack/skills/langchain-upgrade-migration,saas-packs,langchain-pack,SKILL.md,1,0,0,0
811,langchain-webhooks-events,plugins/saas-packs/langchain-pack/skills/langchain-webhooks-events,saas-packs,langchain-pack,SKILL.md,1,0,0,0
812,langfuse-ci-integration,plugins/saas-packs/langfuse-pack/skills/langfuse-ci-integration,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
813,langfuse-common-errors,plugins/saas-packs/langfuse-pack/skills/langfuse-common-errors,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
814,langfuse-core-workflow-a,plugins/saas-packs/langfuse-pack/skills/langfuse-core-workflow-a,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
815,langfuse-core-workflow-b,plugins/saas-packs/langfuse-pack/skills/langfuse-core-workflow-b,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
816,langfuse-cost-tuning,plugins/saas-packs/langfuse-pack/skills/langfuse-cost-tuning,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
817,langfuse-data-handling,plugins/saas-packs/langfuse-pack/skills/langfuse-data-handling,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
818,langfuse-debug-bundle,plugins/saas-packs/langfuse-pack/skills/langfuse-debug-bundle,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
819,langfuse-deploy-integration,plugins/saas-packs/langfuse-pack/skills/langfuse-deploy-integration,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
820,langfuse-enterprise-rbac,plugins/saas-packs/langfuse-pack/skills/langfuse-enterprise-rbac,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
821,langfuse-hello-world,plugins/saas-packs/langfuse-pack/skills/langfuse-hello-world,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
822,langfuse-incident-runbook,plugins/saas-packs/langfuse-pack/skills/langfuse-incident-runbook,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
823,langfuse-install-auth,plugins/saas-packs/langfuse-pack/skills/langfuse-install-auth,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
824,langfuse-local-dev-loop,plugins/saas-packs/langfuse-pack/skills/langfuse-local-dev-loop,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
825,langfuse-migration-deep-dive,plugins/saas-packs/langfuse-pack/skills/langfuse-migration-deep-dive,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
826,langfuse-multi-env-setup,plugins/saas-packs/langfuse-pack/skills/langfuse-multi-env-setup,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
827,langfuse-observability,plugins/saas-packs/langfuse-pack/skills/langfuse-observability,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
828,langfuse-performance-tuning,plugins/saas-packs/langfuse-pack/skills/langfuse-performance-tuning,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
829,langfuse-prod-checklist,plugins/saas-packs/langfuse-pack/skills/langfuse-prod-checklist,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
830,langfuse-rate-limits,plugins/saas-packs/langfuse-pack/skills/langfuse-rate-limits,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
831,langfuse-reference-architecture,plugins/saas-packs/langfuse-pack/skills/langfuse-reference-architecture,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
832,langfuse-sdk-patterns,plugins/saas-packs/langfuse-pack/skills/langfuse-sdk-patterns,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
833,langfuse-security-basics,plugins/saas-packs/langfuse-pack/skills/langfuse-security-basics,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
834,langfuse-upgrade-migration,plugins/saas-packs/langfuse-pack/skills/langfuse-upgrade-migration,saas-packs,langfuse-pack,SKILL.md + references/,2,1,0,0
835,langfuse-webhooks-events,plugins/saas-packs/langfuse-pack/skills/langfuse-webhooks-events,saas-packs,langfuse-pack,SKILL.md,1,0,0,0
836,lindy-ci-integration,plugins/saas-packs/lindy-pack/skills/lindy-ci-integration,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
837,lindy-common-errors,plugins/saas-packs/lindy-pack/skills/lindy-common-errors,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
838,lindy-core-workflow-a,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-a,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
839,lindy-core-workflow-b,plugins/saas-packs/lindy-pack/skills/lindy-core-workflow-b,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
840,lindy-cost-tuning,plugins/saas-packs/lindy-pack/skills/lindy-cost-tuning,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
841,lindy-data-handling,plugins/saas-packs/lindy-pack/skills/lindy-data-handling,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
842,lindy-debug-bundle,plugins/saas-packs/lindy-pack/skills/lindy-debug-bundle,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
843,lindy-deploy-integration,plugins/saas-packs/lindy-pack/skills/lindy-deploy-integration,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
844,lindy-enterprise-rbac,plugins/saas-packs/lindy-pack/skills/lindy-enterprise-rbac,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
845,lindy-hello-world,plugins/saas-packs/lindy-pack/skills/lindy-hello-world,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
846,lindy-incident-runbook,plugins/saas-packs/lindy-pack/skills/lindy-incident-runbook,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
847,lindy-install-auth,plugins/saas-packs/lindy-pack/skills/lindy-install-auth,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
848,lindy-local-dev-loop,plugins/saas-packs/lindy-pack/skills/lindy-local-dev-loop,saas-packs,lindy-pack,SKILL.md + references/,2,1,0,0
849,lindy-migration-deep-dive,plugins/saas-packs/lindy-pack/skills/lindy-migration-deep-dive,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
850,lindy-multi-env-setup,plugins/saas-packs/lindy-pack/skills/lindy-multi-env-setup,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
851,lindy-observability,plugins/saas-packs/lindy-pack/skills/lindy-observability,saas-packs,lindy-pack,SKILL.md + references/,3,1,0,0
